Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
FALSE,Jean,Cavadini,m,Neuchâtel,NE,Conseil des Etats,Groupe libéral,L,Parti libéral suisse,PLS,,Neuchâtel,Neuchâtel,"Exécutif communal Neuchâtel, Législatif cantonal Neuchâtel, Exécutif cantonal Nechâtel",11/30/1987,12/5/1999,"Chiasso (TI),Noiraigue (NE)",7/27/1936,1/9/2013
FALSE,Jean,Cavadini,m,Neuchâtel,NE,Conseil des Etats,Groupe libéral,L,Parti libéral suisse,PLS,,Neuchâtel,Neuchâtel,"Exécutif communal Neuchâtel, Législatif cantonal Neuchâtel, Exécutif cantonal Nechâtel",11/30/1987,12/5/1999,"Chiasso (TI),Noiraigue (NE)",7/27/1936,1/9/2013
FALSE,Adriano,Cavadini,m,Tessin,TI,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Sorengo,Tessin,"Cumune di Pregassona del 1971 al 1986, Gran Consiglio Canton Ticino del 1975 al 1988",12/4/1995,12/5/1999,Mendrisio (TI),6/27/1942,
FALSE,Franco,Cavalli,m,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Locarno,Tessin,"Législatif communal à Verscio, Locarno et Muralto, Législatif cantonal Grand Conseil du Canton Tessin de 1987 à 1995; Président du Groupe socialiste depuis 1999",12/4/1995,11/30/2003,Verscio (TI),7/3/1942,
FALSE,Franco,Cavalli,m,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Locarno,Tessin,"Législatif communal à Verscio, Locarno et Muralto, Législatif cantonal Grand Conseil du Canton Tessin de 1987 à 1995; Président du Groupe socialiste depuis 1999",12/4/1995,11/30/2003,Verscio (TI),7/3/1942,
FALSE,Franco,Cavalli,m,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Locarno,Tessin,"Législatif communal à Verscio, Locarno et Muralto, Législatif cantonal Grand Conseil du Canton Tessin de 1987 à 1995; Président du Groupe socialiste depuis 1999",12/4/1995,11/30/2003,Verscio (TI),7/3/1942,
FALSE,Franco,Cavalli,m,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Locarno,Tessin,"Législatif communal à Verscio, Locarno et Muralto, Législatif cantonal Grand Conseil du Canton Tessin de 1987 à 1995; Président du Groupe socialiste depuis 1999",12/1/2003,6/3/2007,Verscio (TI),7/3/1942,
FALSE,Jean-F.,Cavat,m,Vaud,VD,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/1/1885,12/4/1911,Croy (VD),5/16/1847,12/4/1911
FALSE,Luregn Mathias,Cavelty,m,Grisons,GR,Conseil des Etats,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,,,,6/20/1979,12/16/1994,Schluein (GR),4/1/1935,
FALSE,Luregn Mathias,Cavelty,m,Grisons,GR,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,,,,11/29/1971,6/10/1979,Schluein (GR),4/1/1935,
FALSE,Tarzisius,Caviezel,m,Grisons,GR,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,PRD,,Coire,Grisons,,12/3/2007,12/4/2011,Vrin (GR),8/18/1954,
FALSE,Enrico,Celio,m,Tessin,TI,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,12/1/1924,5/31/1925,Quinto (TI),6/21/1889,2/22/1980
FALSE,Enrico,Celio,m,Tessin,TI,Conseil fédéral,,,Conservateurs,Cons*,,,,,2/22/1940,10/15/1950,Quinto (TI),6/21/1889,2/22/1980
FALSE,Nello,Celio,m,Tessin,TI,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,12/14/1966,12/31/1973,Quinto (TI),2/12/1914,12/29/1995
FALSE,Enrico,Celio,m,Tessin,TI,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,6/11/1930,9/1/1932,Quinto (TI),6/21/1889,2/22/1980
FALSE,Enrico,Celio,m,Tessin,TI,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,2/1/1927,5/1/1928,Quinto (TI),6/21/1889,2/22/1980
FALSE,Enrico,Celio,m,Tessin,TI,Conseil fédéral,,,Conservateurs,Cons*,,,,,1/1/1943,12/31/1943,Quinto (TI),6/21/1889,2/22/1980
FALSE,Enrico,Celio,m,Tessin,TI,Conseil fédéral,,,Conservateurs,Cons*,,,,,1/1/1948,12/31/1948,Quinto (TI),6/21/1889,2/22/1980
FALSE,Nello,Celio,m,Tessin,TI,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/2/1963,12/14/1966,Quinto (TI),2/12/1914,12/29/1995
FALSE,Nello,Celio,m,Tessin,TI,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,1/1/1972,12/31/1972,Quinto (TI),2/12/1914,12/29/1995
FALSE,Emilio,Censi,m,Tessin,TI,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,11/3/1873,12/5/1875,Lamone (TI),7/21/1837,8/14/1910
FALSE,Carlo,Censi,m,Tessin,TI,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,11/1/1926,12/6/1931,Lamone (TI),10/22/1872,10/27/1958
FALSE,Emilio,Censi,m,Tessin,TI,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/1/1902,12/6/1908,Lamone (TI),7/21/1837,8/14/1910
FALSE,Joseph,Ceppi,m,Berne,BE,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,12/3/1928,12/3/1939,Delémont (JU),9/22/1866,1/1/1947
FALSE,Paul-J.,Cérésole,m,Vaud,VD,Conseil fédéral,,,Libéral,Lib*,,,,,1/1/1873,12/31/1873,Vevey (VD),11/16/1832,1/7/1905
FALSE,Paul-J.,Cérésole,m,Vaud,VD,Conseil fédéral,,,Libéral,Lib*,,,,,2/1/1870,12/31/1875,Vevey (VD),11/16/1832,1/7/1905
FALSE,Paul-J.,Cérésole,m,Vaud,VD,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/3/1866,2/1/1870,Vevey (VD),11/16/1832,1/7/1905
FALSE,Paul-J.,Cérésole,m,Vaud,VD,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/4/1893,12/3/1899,Vevey (VD),11/16/1832,1/7/1905
FALSE,Jean-Jacques,Cevey,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/4/1967,11/24/1991,Cheseaux-sur-Lausanne (VD),6/23/1928,5/11/2014
FALSE,Aimé,Challandes,m,Neuchâtel,NE,Conseil des Etats,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,7/4/1853,7/1/1854,Fontaines (NE),5/5/1801,5/20/1881
FALSE,Jean-Jacques,Challet-Venel,m,Genève,GE,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/7/1857,7/1/1864,Genève (GE),5/11/1811,8/6/1893
FALSE,Jean-Jacques,Challet-Venel,m,Genève,GE,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,7/12/1864,12/31/1872,Genève (GE),5/11/1811,8/6/1893
FALSE,Jean-Jacques,Challet-Venel,m,Genève,GE,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/2/1872,12/1/1878,Genève (GE),5/11/1811,8/6/1893
FALSE,Charles-L.,Chalumeau,m,Genève,GE,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/6/1875,12/1/1878,Genève (GE),3/23/1823,3/2/1886
FALSE,Louis,Chamorel,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1919,11/30/1931,Ollon (VD),6/28/1879,12/16/1966
FALSE,Jacques,Chamorel,m,Vaud,VD,Conseil national,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/2/1957,12/8/1962,Ollon (VD),5/26/1901,12/8/1962
FALSE,Louis,Chamorel,m,Vaud,VD,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1931,6/1/1943,Ollon (VD),6/28/1879,12/16/1966
FALSE,Fr. Laurent,Chaney,m,Fribourg,FR,Conseil national,,,Conservateurs,Cons*,,,,,12/7/1863,4/25/1883,Estavayer-le-Lac (FR),11/15/1833,4/25/1883
FALSE,Achille,Chappaz,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,6/6/1898,10/5/1902,Monthey (VS),3/5/1854,10/5/1902
FALSE,Maurice,Chappelet,m,Valais,VS,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/5/1887,11/30/1890,"Salvan (VS),St-Maurice (VS)",9/22/1827,7/22/1895
FALSE,Maurice,Chappelet,m,Valais,VS,Conseil des Etats,Centre,MC,Libéral,Lib*,,,,,7/1/1861,5/1/1863,"Salvan (VS),St-Maurice (VS)",9/22/1827,7/22/1895
FALSE,Joseph,Chappex,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/3/1865,5/1/1868,Massongex (VS),9/5/1827,2/3/1911
FALSE,Joseph,Chappex,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,6/7/1880,3/1/1888,Massongex (VS),9/5/1827,2/3/1911
FALSE,Liliane,Chappuis,f,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Fribourg,Fribourg,Conseil communal depuis 1986; syndique depuis 1996; députée au Grand Conseil de 1990 à décembre 1999; présidente du Parti socialiste fribourgeois,3/5/2007,6/25/2007,"Corpataux (FR),Magnedens (FR)",6/27/1955,6/25/2007
FALSE,Liliane,Chappuis,f,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Fribourg,Fribourg,Conseil communal depuis 1986; syndique depuis 1996; députée au Grand Conseil de 1990 à décembre 1999; présidente du Parti socialiste fribourgeois,12/6/1999,11/30/2003,"Corpataux (FR),Magnedens (FR)",6/27/1955,6/25/2007
FALSE,Victor-Marc,Charbonnet,m,Genève,GE,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/4/1911,12/6/1914,Genève (GE),11/9/1861,5/18/1924
FALSE,Hubert,Charles,m,Fribourg,FR,Conseil national,,,Conservateurs,Cons*,,,,,1/10/1853,12/6/1863,Riaz (FR),11/2/1793,3/28/1882
FALSE,Paul,Charmillot,m,Berne,BE,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1919,2/3/1932,Rebeuvelier (JU),10/19/1865,2/3/1932
FALSE,Paul,Charmillot,m,Berne,BE,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1919,2/3/1932,Rebeuvelier (JU),10/19/1865,2/3/1932
FALSE,Paul,Charmillot,m,Berne,BE,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1919,2/3/1932,Rebeuvelier (JU),10/19/1865,2/3/1932
FALSE,Louis,Charrière,m,Genève,GE,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/4/1893,12/6/1896,Genève (GE),11/2/1844,11/6/1899
FALSE,Charles,Chassot,m,Fribourg,FR,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,12/13/1932,12/1/1935,Estavayer-le-Lac (FR),5/22/1885,10/9/1970
FALSE,Charles,Chassot,m,Fribourg,FR,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,3/11/1947,11/30/1947,Estavayer-le-Lac (FR),5/22/1885,10/9/1970
FALSE,Charles,Chassot,m,Fribourg,FR,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,9/21/1937,12/5/1943,Estavayer-le-Lac (FR),5/22/1885,10/9/1970
FALSE,Karl-Fr.,Chatoney,m,Fribourg,FR,Conseil des Etats,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,12/1/1851,6/1/1853,MORAT (FR),7/3/1798,6/19/1859
FALSE,Paul,Chaudet,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,1/1/1959,12/31/1959,Corsier-sur-Vevey (VD),11/17/1904,8/7/1977
FALSE,Paul,Chaudet,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/6/1943,12/1/1954,Corsier-sur-Vevey (VD),11/17/1904,8/7/1977
FALSE,Paul,Chaudet,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,1/1/1962,12/31/1962,Corsier-sur-Vevey (VD),11/17/1904,8/7/1977
FALSE,Paul,Chaudet,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,12/16/1954,12/31/1966,Corsier-sur-Vevey (VD),11/17/1904,8/7/1977
FALSE,Frédéric,Chausson,m,Vaud,VD,Conseil national,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,3/8/1875,3/4/1876,"Noville (VD),Rennaz (VD)",7/21/1831,3/4/1876
FALSE,Louis,Chausson,m,Vaud,VD,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/18/1883,12/3/1899,"Noville (VD),Rennaz (VD)",3/2/1841,1/6/1901
FALSE,André,Chavanne,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,12/4/1967,12/16/1977,Bardonnex (GE),7/2/1916,9/25/1990
FALSE,Henri,Chenaux,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/3/1917,11/1/1919,Villeneuve (VD),3/21/1864,12/6/1935
FALSE,Arthur,Chenevière,m,Genève,GE,Conseil national,Centre,MC,Conservateurs,Cons*,,,,,12/2/1878,11/30/1884,Genève (GE),10/27/1822,1/19/1908
FALSE,Edouard,Cherix,m,Vaud,VD,Conseil national,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,12/4/1854,12/6/1857,Bex (VD),10/26/1809,2/10/1876
FALSE,Georges-André,Chevallaz,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,1/1/1980,12/31/1980,Montherod (VD),2/7/1915,9/8/2002
FALSE,Olivier,Chevallaz,m,Vaud,VD,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,,,,11/25/1991,6/16/1995,Montherod (VD),5/12/1946,
FALSE,Georges-André,Chevallaz,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/7/1959,12/5/1973,Montherod (VD),2/7/1915,9/8/2002
FALSE,Georges-André,Chevallaz,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,12/5/1973,12/31/1983,Montherod (VD),2/7/1915,9/8/2002
FALSE,Isabelle,Chevalley,f,Vaud,VD,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,pvl,,Aubonne,Vaud,Organe législatif du Canton: depuis août 2008 jusqu'à novembre 2013,12/5/2011,11/29/2015,"Denezy (VD),Montanaire (VD)",4/13/1972,
TRUE,Isabelle,Chevalley,f,Vaud,VD,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,pvl,,Aubonne,Vaud,Organe législatif du Canton: depuis août 2008 jusqu'à novembre 2013,11/30/2015,,"Denezy (VD),Montanaire (VD)",4/13/1972,
FALSE,Samuel,Chevalley,m,Vaud,VD,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/5/1955,12/1/1956,Chexbres (VD),2/10/1903,1/5/1970
FALSE,Maurice,Chevrier,m,Valais,VS,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,PDC,,Sion,Valais,Législatif cantonal: depuis mars 1989 jusqu'à octobre 1999,12/3/2007,2/28/2010,Evolène (VS),3/28/1961,
FALSE,Maurice,Chevrier,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Sion,Valais,Législatif cantonal: depuis mars 1989 jusqu'à octobre 1999,12/1/2003,12/2/2007,Evolène (VS),3/28/1961,
FALSE,Maurice,Chevrier,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Sion,Valais,Législatif cantonal: depuis mars 1989 jusqu'à octobre 1999,12/6/1999,11/30/2003,Evolène (VS),3/28/1961,
FALSE,Alfonso,Chicherio,m,Tessin,TI,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,6/7/1915,12/26/1918,Bellinzona (TI),9/19/1859,12/26/1918
TRUE,Marco,Chiesa,m,Tessin,TI,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Lugano,Tessin,Presidente della delegazione svizzera per i rapporti con il Parlamento italiano: dal 2018; Gran Consiglio: dal 2007 al 2015; Consiglio comunale di Lugano: dal 2004 al 2013; Consiglio comunale di Villa Luganese: dal 2001 al 2004,11/30/2015,,Lugano (TI),10/10/1974,
FALSE,Pierre,Chiffelle,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Lausanne,Vaud,"Cons. communal de 1988 à 1993, Municipalité dés 1994, Grand Conseil de 1992 à 1995",12/4/1995,6/3/2002,Neuchâtel (NE),3/23/1957,
FALSE,Eric,Choisy,m,Genève,GE,Conseil des Etats,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/2/1963,11/28/1971,Genève (GE),1/28/1897,9/3/1995
FALSE,Max,Chopard,m,Argovie,AG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,6/2/1969,11/29/1987,Sonvilier (BE),11/23/1929,1/24/2009
FALSE,Max,Chopard-Acklin,m,Argovie,AG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Untersiggenthal,Argovie,Legislative des Kantons: von November 1991 bis März 1993 und von April 1997 bis März 2009,12/5/2011,11/29/2015,"Untersiggenthal (AG),Sonvilier (BE)",8/30/1966,
FALSE,Max,Chopard-Acklin,m,Argovie,AG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Untersiggenthal,Argovie,Legislative des Kantons: von November 1991 bis März 1993 und von April 1997 bis März 2009,3/2/2009,12/4/2011,"Untersiggenthal (AG),Sonvilier (BE)",8/30/1966,
FALSE,Fr.-Joseph,Choquard,m,Berne,BE,Conseil national,,,Conservateurs,Cons*,,,,,3/18/1901,12/2/1928,,7/22/1855,10/24/1937
FALSE,Fr.-Joseph,Choquard,m,Berne,BE,Conseil national,,,Conservateurs,Cons*,,,,,12/1/1890,10/1/1895,,7/22/1855,10/24/1937
FALSE,Josef Fidel,Christen,m,Uri,UR,Conseil des Etats,,,Conservateurs,Cons*,,,,,11/6/1848,5/1/1861,Andermatt (UR),4/8/1803,12/13/1870
FALSE,Werner,Christen,m,Nidwald,NW,Conseil des Etats,Groupe conservateur-catholique sociale,K,sans parti,-,,,,,6/2/1947,4/1/1967,Wolfenschiessen (NW),2/3/1895,7/22/1969
FALSE,Yves,Christen,m,Vaud,VD,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Berne,Berne,Conseiller communal: 1977 à 1985; Conseiller municipal: 1985 à 2001; Député: 1981 à 1985; Syndic: 1990 à 2001,12/1/2003,12/3/2006,"Cortaillod (NE),Langnau im Emmental (BE)",7/13/1941,
FALSE,Yves,Christen,m,Vaud,VD,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Berne,Berne,Conseiller communal: 1977 à 1985; Conseiller municipal: 1985 à 2001; Député: 1981 à 1985; Syndic: 1990 à 2001,12/4/1995,11/30/2003,"Cortaillod (NE),Langnau im Emmental (BE)",7/13/1941,
FALSE,Amélia,Christinat,f,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,1/16/1978,11/29/1987,Genève (GE),2/6/1926,9/7/2016
FALSE,Ernest-L.,Chuard,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,1/1/1924,12/31/1924,Corcelles-près-Payerne (VD),7/31/1857,11/9/1942
FALSE,Ernest-L.,Chuard,m,Vaud,VD,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,4/2/1907,12/11/1919,Corcelles-près-Payerne (VD),7/31/1857,11/9/1942
FALSE,Ernest-L.,Chuard,m,Vaud,VD,Conseil fédéral,,,Parti radical-démocratique suisse,PRD,,,,,12/11/1919,12/31/1928,Corcelles-près-Payerne (VD),7/31/1857,11/9/1942
FALSE,Giacomo,Ciani,m,Tessin,TI,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,7/5/1858,10/1/1860,Leontica (TI),4/22/1773,5/15/1868
FALSE,Jean-Michel,Cina,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Salquenen,Valais,Gemeindepräsident von Salgesch/VS seit 1993; Legislative des Kantons: 1993 bis 1999,12/1/2003,5/30/2005,Salquenen (VS),7/2/1963,
FALSE,Jean-Michel,Cina,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Salquenen,Valais,Gemeindepräsident von Salgesch/VS seit 1993; Legislative des Kantons: 1993 bis 1999,12/1/2003,5/30/2005,Salquenen (VS),7/2/1963,
FALSE,Jean-Michel,Cina,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Salquenen,Valais,Gemeindepräsident von Salgesch/VS seit 1993; Legislative des Kantons: 1993 bis 1999,12/6/1999,11/30/2003,Salquenen (VS),7/2/1963,
FALSE,Jean-Michel,Cina,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Salquenen,Valais,Gemeindepräsident von Salgesch/VS seit 1993; Legislative des Kantons: 1993 bis 1999,12/6/1999,11/30/2003,Salquenen (VS),7/2/1963,
FALSE,Ernst,Cincera,m,Zurich,ZH,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,,,,11/28/1983,12/3/1995,Zurich (ZH),5/14/1928,10/30/2004
FALSE,Maurice,Claivaz,m,Valais,VS,Conseil national,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,9/15/1856,12/6/1857,Sembrancher (VS),11/3/1798,3/15/1883
FALSE,Maurice,Claivaz,m,Valais,VS,Conseil des Etats,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,7/2/1855,5/1/1856,Sembrancher (VS),11/3/1798,3/15/1883
FALSE,Felix-Ignaz,Clausen,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/3/1871,6/1/1873,Mühlebach (VS),3/20/1834,9/4/1916
FALSE,Alfred,Clausen,m,Valais,VS,Conseil des Etats,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,12/8/1947,12/4/1955,Mühlebach (VS),9/25/1877,3/28/1957
FALSE,Felix-Ignaz,Clausen,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,8/1/1878,4/1/1885,Mühlebach (VS),3/20/1834,9/4/1916
FALSE,Christian,Clavadetscher,m,Lucerne,LU,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/6/1943,12/4/1955,"Dagmersellen (LU),Malans (GR)",9/24/1897,10/23/1980
FALSE,Christian,Clavadetscher,m,Lucerne,LU,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/5/1955,11/28/1971,"Dagmersellen (LU),Malans (GR)",9/24/1897,10/23/1980
FALSE,Christian,Clavadetscher,m,Lucerne,LU,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/5/1955,11/28/1971,"Dagmersellen (LU),Malans (GR)",9/24/1897,10/23/1980
FALSE,Christian,Clavadetscher,m,Lucerne,LU,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/5/1955,11/28/1971,"Dagmersellen (LU),Malans (GR)",9/24/1897,10/23/1980
FALSE,Joseph Anton,Clemenz,m,Valais,VS,Conseil national,,,Conservateurs,Cons*,,,,,11/6/1848,11/30/1851,Viège (VS),1/29/1810,8/15/1872
FALSE,Joseph Anton,Clemenz,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/3/1865,6/1/1868,Viège (VS),1/29/1810,8/15/1872
FALSE,Joseph Anton,Clemenz,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/1/1861,6/1/1863,Viège (VS),1/29/1810,8/15/1872
FALSE,Joseph Anton,Clemenz,m,Valais,VS,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/7/1856,5/1/1857,Viège (VS),1/29/1810,8/15/1872
FALSE,Blaise,Clerc,m,Neuchâtel,NE,Conseil des Etats,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,6/4/1963,11/28/1971,"Fleurier (NE),Neuchâtel (NE)",5/8/1911,4/26/2001
FALSE,Jean,Clivaz,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,11/28/1983,9/30/1987,Randogne (VS),4/17/1925,
FALSE,Alfred,Clottu,m,Neuchâtel,NE,Conseil national,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/1/1931,9/21/1933,"Cornaux (NE),Neuchâtel (NE)",9/10/1871,9/21/1933
FALSE,Gaston,Clottu,m,Neuchâtel,NE,Conseil national,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/3/1951,11/28/1971,"Cornaux (NE),Neuchâtel (NE),St-Blaise (NE)",8/27/1912,1/25/1995
FALSE,Gaston,Clottu,m,Neuchâtel,NE,Conseil national,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/3/1951,11/28/1971,"Cornaux (NE),Neuchâtel (NE),St-Blaise (NE)",8/27/1912,1/25/1995
FALSE,Gaston,Clottu,m,Neuchâtel,NE,Conseil national,Groupe libéral-démocratique,L,Parti libéral suisse,PLS,,,,,12/3/1951,11/28/1971,"Cornaux (NE),Neuchâtel (NE),St-Blaise (NE)",8/27/1912,1/25/1995
FALSE,Raymond,Clottu,m,Neuchâtel,NE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Neuchâtel,Neuchâtel,Organe législatif du Canton de Neuchâtel: depuis décembre 2005 jusqu'à mai 2013,9/9/2013,11/29/2015,"La Sagne (NE),Les Ponts-de-Martel (NE)",12/18/1967,
TRUE,Raymond,Clottu,m,Neuchâtel,NE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Neuchâtel,Neuchâtel,Organe législatif du Canton de Neuchâtel: depuis décembre 2005 jusqu'à mai 2013,11/30/2015,,"La Sagne (NE),Les Ponts-de-Martel (NE)",12/18/1967,
FALSE,Robert,Colliard,m,Fribourg,FR,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/3/1951,12/1/1960,Châtel-St-Denis (FR),5/26/1887,7/4/1971
FALSE,Robert,Colliard,m,Fribourg,FR,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/4/1939,4/1/1943,Châtel-St-Denis (FR),5/26/1887,7/4/1971
